fx_Unnamed: 0,fx_Date,fx_Time,fx_Round,fx_Day,fx_Venue,fx_Result,fx_GF,fx_GA,fx_Team,fx_Opponent,fx_Possession,fx_Formation,fx_Transfers - Home,fx_Shots,fx_SoT%,fx_G/SoT,fx_Avg. Distance of Shots,fx_FK Shots,fx_PK,fx_SoT Against,fx_Save%,fx_Clean Sheet,fx_PK Allowed,fx_# Defensive Actions OPA,fx_Live Passes,fx_Passes Completed,fx_Passes Under Pressure,fx_Ground Passes,fx_High Passes,fx_Shot-Creating Actions,fx_Presses (Applied),fx_Successful Dribbles,fx_Red Cards,fx_Yellow Cards,fx_Fouls,fx_Own Goals,fx_Aerial Battles Won (%),fx_kickoff,fx_team_norm,fx_side,epl_Unnamed: 0,epl_h_a,epl_xG,epl_xGA,epl_npxG,epl_npxGA,epl_deep,epl_deep_allowed,epl_scored,epl_missed,epl_xpts,epl_result,epl_date,epl_wins,epl_draws,epl_loses,epl_pts,epl_npxGD,epl_teamId,epl_ppda_cal,epl_allowed_ppda,epl_matchtime,epl_tot_points,epl_round,epl_tot_goal,epl_tot_con,epl_Referee.x,epl_HS.x,epl_HST.x,epl_HF.x,epl_HC.x,epl_HY.x,epl_HR.x,epl_AS.x,epl_AST.x,epl_AF.x,epl_AC.x,epl_AY.x,epl_AR.x,epl_B365H.x,epl_B365D.x,epl_B365A.x,epl_HtrgPerc,epl_AtrgPerc,epl_matchDay,epl_kickoff,epl_team_norm,epl_side,_merge
41,24/02/2020,20:00,Matchweek 27,Mon,Home,W,3,2,Liverpool,West Ham,68,4-3-3,9.36,25,28.0,0.43,16.6,1,0,4,50.0,0,0,1,625,556,97,415,142,40,154,54.1,0,0,5,0,47.7,2020-02-24 20:00:00,liverpool,h,539,h,2.48209,0.638236,2.48209,0.638236,14,3,3,2,2.6454,w,2/24/2020 20:00,1,0,0,3,1.843854,Liverpool,3.361111111,33.7,20,79,27,64,17,J Moss,25,7,4,16,0,0,7,4,10,8,3,0,1.16,8,15,0.28,0.571428571,Mon,2020-02-24 20:00:00,liverpool,h,both
30,24/02/2020,20:00,Matchweek 27,Mon,Away,L,2,3,West Ham United,Liverpool,32,4-2-3-1,103.7,7,57.1,0.5,14.2,0,0,7,57.1,0,0,0,263,201,75,100,128,6,193,56.8,0,3,11,0,52.3,2020-02-24 20:00:00,west ham,a,540,a,0.638236,2.48209,0.638236,2.48209,3,14,2,3,0.2361,l,2/24/2020 20:00,0,0,1,0,-1.843854,West Ham,33.7,3.361111111,20,24,27,32,48,J Moss,25,7,4,16,0,0,7,4,10,8,3,0,1.16,8,15,0.28,0.571428571,Mon,2020-02-24 20:00:00,west ham,a,both
35,28/02/2020,20:00,Matchweek 28,Fri,Away,L,0,1,Leicester City,Norwich City,58,4-1-4-1,93.87,19,21.1,0.0,16.2,0,0,6,83.3,0,0,2,461,422,90,338,103,30,194,63.2,0,2,20,0,61.5,2020-02-28 20:00:00,leicester,a,541,a,1.42581,0.591716,1.42581,0.591716,10,5,0,1,2.041,l,2/28/2020 20:00,0,0,1,0,0.834094,Leicester,7.52173913,8.178571429,20,50,28,54,28,C Pawson,11,6,13,6,1,0,19,4,16,7,2,0,4.33,4.1,1.72,0.545454545,0.210526316,Fri,2020-02-28 20:00:00,leicester,a,both
30,28/02/2020,20:00,Matchweek 28,Fri,Home,W,1,0,Norwich City,Leicester City,42,4-2-3-1,5.23,11,54.5,0.17,19.1,2,0,4,100.0,1,0,0,321,283,88,238,85,17,180,69.6,0,1,16,0,38.5,2020-02-28 20:00:00,norwich,h,542,h,0.591716,1.42581,0.591716,1.42581,5,10,1,0,0.6886,w,2/28/2020 20:00,1,0,0,3,-0.834094,Norwich,8.178571429,7.52173913,20,21,28,25,51,C Pawson,11,6,13,6,1,0,19,4,16,7,2,0,4.33,4.1,1.72,0.545454545,0.210526316,Fri,2020-02-28 20:00:00,norwich,h,both
29,29/02/2020,12:30,Matchweek 28,Sat,Away,W,1,0,Crystal Palace,Brighton,36,4-1-4-1,5.49,12,25.0,0.33,10.8,0,0,8,100.0,1,0,0,262,217,56,156,104,20,196,45.8,0,1,14,0,42.2,2020-02-29 12:30:00,crystal palace,a,544,a,2.17159,1.78712,2.17159,1.78712,5,8,1,0,1.6598,w,2/29/2020 12:30,1,0,0,3,0.38447,Crystal Palace,17.05555556,6.173913043,12,36,28,25,32,M Atkinson,24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.333333333,0.25,Sat,2020-02-29 12:30:00,crystal palace,a,both
30,29/02/2020,12:30,Matchweek 28,Sat,Home,L,0,1,Brighton and Hove Albion,Crystal Palace,64,4-2-3-1,55.56,23,34.8,0.0,17.2,0,0,3,66.7,0,0,0,528,478,95,354,108,31,114,57.1,0,2,8,0,57.8,2020-02-29 12:30:00,brighton,h,543,h,1.78712,2.17159,1.78712,2.17159,8,5,0,1,1.115,l,2/29/2020 12:30,0,0,1,0,-0.38447,Brighton,6.173913043,17.05555556,12,28,28,32,40,M Atkinson,24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.333333333,0.25,Sat,2020-02-29 12:30:00,brighton,h,both
39,29/02/2020,15:00,Matchweek 28,Sat,Away,D,2,2,Chelsea,Bournemouth,73,3-4-3,40.5,23,26.1,0.33,16.4,0,0,5,60.0,0,0,0,810,739,142,530,114,37,148,84.6,0,2,7,0,59.1,2020-02-29 15:00:00,chelsea,a,547,a,1.98271,1.58495,1.98271,1.58495,14,4,2,2,1.6807,d,2/29/2020 15:00,0,1,0,1,0.39776,Chelsea,5.461538462,17.23076923,15,45,28,47,39,A Marriner,9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555556,0.260869565,Sat,2020-02-29 15:00:00,chelsea,a,both
31,29/02/2020,15:00,Matchweek 28,Sat,Home,D,2,2,Bournemouth,Chelsea,27,4-3-3,46.99,9,55.6,0.4,8.0,0,0,6,66.7,0,0,0,283,228,89,132,112,15,244,38.5,0,2,12,0,40.9,2020-02-29 15:00:00,bournemouth,h,545,h,1.58495,1.98271,1.58495,1.98271,4,14,2,2,1.0561,d,2/29/2020 15:00,0,1,0,1,-0.39776,Bournemouth,17.23076923,5.461538462,15,27,28,28,45,A Marriner,9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555556,0.260869565,Sat,2020-02-29 15:00:00,bournemouth,h,both
31,29/02/2020,15:00,Matchweek 28,Sat,Home,W,3,1,West Ham United,Southampton,35,4-2-3-1,103.7,15,46.7,0.43,13.1,0,0,2,50.0,0,0,0,257,186,71,110,152,21,200,68.2,0,1,10,0,55.4,2020-02-29 15:00:00,west ham,h,550,h,2.78682,0.868573,2.78682,0.868573,5,7,3,1,2.6128,w,2/29/2020 15:00,1,0,0,3,1.918247,West Ham,14.57894737,4.545454545,15,27,28,35,49,A Taylor,14,7,8,4,1,0,10,2,11,9,1,0,2.65,3.6,2.5,0.5,0.2,Sat,2020-02-29 15:00:00,west ham,h,both
30,29/02/2020,15:00,Matchweek 28,Sat,Away,D,0,0,Burnley,Newcastle Utd,46,4-4-2,21.47,8,12.5,0.0,17.7,0,0,4,100.0,1,0,1,321,243,85,136,163,12,136,40.0,0,3,13,0,59.7,2020-02-29 15:00:00,burnley,a,546,a,0.617612,1.11713,0.617612,1.11713,1,5,0,0,0.9067,d,2/29/2020 15:00,0,1,0,1,-0.499518,Burnley,8.857142857,6.636363636,15,38,28,33,39,A Madley,21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619,0.125,Sat,2020-02-29 15:00:00,burnley,a,both
32,29/02/2020,15:00,Matchweek 28,Sat,Home,D,0,0,Newcastle United,Burnley,54,4-4-2,60.66,21,19.0,0.0,18.6,1,0,1,100.0,1,0,0,379,295,103,190,176,32,137,40.9,0,4,14,0,40.3,2020-02-29 15:00:00,newcastle united,h,548,h,1.11713,0.617612,1.11713,0.617612,5,1,0,0,1.7626,d,2/29/2020 15:00,0,1,0,1,0.499518,Newcastle United,6.636363636,8.857142857,15,32,28,24,41,A Madley,21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619,0.125,Sat,2020-02-29 15:00:00,newcastle united,h,both
33,29/02/2020,15:00,Matchweek 28,Sat,Away,L,1,3,Southampton,West Ham,65,4-4-2,51.75,10,20.0,0.5,15.8,0,0,7,57.1,0,0,0,524,432,122,331,151,12,135,68.2,0,1,12,0,44.6,2020-02-29 15:00:00,southampton,a,549,a,0.868573,2.78682,0.868573,2.78682,7,5,1,3,0.2749,l,2/29/2020 15:00,0,0,1,0,-1.918247,Southampton,4.545454545,14.57894737,15,34,28,35,51,A Taylor,14,7,8,4,1,0,10,2,11,9,1,0,2.65,3.6,2.5,0.5,0.2,Sat,2020-02-29 15:00:00,southampton,a,both
42,29/02/2020,17:30,Matchweek 28,Sat,Away,L,0,3,Liverpool,Watford,69,4-3-3,9.36,8,12.5,0.0,22.4,1,0,5,40.0,0,0,1,690,603,104,493,126,13,129,60.9,0,0,8,0,45.0,2020-02-29 17:30:00,liverpool,a,551,a,0.206031,2.71351,0.206031,2.71351,12,6,0,3,0.0616,l,2/29/2020 17:30,0,0,1,0,-2.507479,Liverpool,11.54545455,33.18181818,17,79,28,64,20,M Oliver,14,5,4,3,0,0,7,1,8,5,0,0,8,4.75,1.4,0.357142857,0.142857143,Sat,2020-02-29 17:30:00,liverpool,a,both
32,29/02/2020,17:30,Matchweek 28,Sat,Home,W,3,0,Watford,Liverpool,31,4-2-3-1,50.4,14,35.7,0.6,17.4,0,0,1,100.0,1,0,0,287,212,89,144,130,19,125,70.0,0,0,9,0,55.0,2020-02-29 17:30:00,watford,h,552,h,2.71351,0.206031,2.71351,0.206031,6,12,3,0,2.8942,w,2/29/2020 17:30,1,0,0,3,2.507479,Watford,33.18181818,11.54545455,17,27,28,27,43,M Oliver,14,5,4,3,0,0,7,1,8,5,0,0,8,4.75,1.4,0.357142857,0.142857143,Sat,2020-02-29 17:30:00,watford,h,both
39,01/03/2020,14:00,Matchweek 28,Sun,Home,L,2,3,Tottenham Hotspur,Wolves,65,3-4-3,115.2,13,30.8,0.5,13.5,0,0,4,25.0,0,0,0,592,538,118,430,98,18,198,48.3,0,3,18,0,59.5,2020-03-01 14:00:00,tottenham,h,555,h,1.63079,2.62251,1.63079,2.62251,5,2,2,3,0.6458,l,3/1/2020 14:00,0,0,1,0,-0.99172,Tottenham,7,12.70967742,14,40,28,46,39,S Attwell,13,5,12,4,3,0,14,4,14,5,2,0,2.45,3.2,3,0.384615385,0.285714286,Sun,2020-03-01 14:00:00,tottenham,h,both
43,01/03/2020,14:00,Matchweek 28,Sun,Away,D,1,1,Manchester United,Everton,55,4-4-2,200.5,14,35.7,0.2,19.2,0,0,5,80.0,0,0,0,421,365,103,277,109,24,133,72.7,0,4,11,0,51.5,2020-03-01 14:00:00,man utd,a,554,a,1.12561,2.41259,1.12561,2.41259,7,5,1,1,0.5177,d,3/1/2020 14:00,0,1,0,1,-1.28698,Man Utd,9.117647059,8.375,14,42,28,42,30,C Kavanagh,16,5,11,13,3,0,14,5,11,8,4,0,2.5,3.25,2.9,0.3125,0.357142857,Sun,2020-03-01 14:00:00,man utd,a,both
32,01/03/2020,14:00,Matchweek 28,Sun,Home,D,1,1,Everton,Manchester Utd,45,4-4-2,106.6,16,31.3,0.2,15.2,2,0,5,80.0,0,0,0,337,276,58,191,128,20,217,66.7,0,3,12,0,48.5,2020-03-01 14:00:00,everton,h,553,h,2.41259,1.12561,2.41259,1.12561,5,7,1,1,2.2946,d,3/1/2020 14:00,0,1,0,1,1.28698,Everton,8.375,9.117647059,14,37,28,37,42,C Kavanagh,16,5,11,13,3,0,14,5,11,8,4,0,2.5,3.25,2.9,0.3125,0.357142857,Sun,2020-03-01 14:00:00,everton,h,both
45,01/03/2020,14:00,Matchweek 28,Sun,Away,W,3,2,Wolverhampton Wanderers,Tottenham,35,3-4-3,105.0,14,28.6,0.75,13.6,0,0,4,50.0,0,0,0,302,261,98,162,91,20,226,60.0,0,2,15,0,40.5,2020-03-01 14:00:00,wolves,a,556,a,2.62251,1.63079,2.62251,1.63079,2,5,3,2,2.1365,w,3/1/2020 14:00,1,0,0,3,0.99172,Wolves,12.70967742,7,14,42,28,41,34,S Attwell,13,5,12,4,3,0,14,4,14,5,2,0,2.45,3.2,3,0.384615385,0.285714286,Sun,2020-03-01 14:00:00,wolves,a,both
44,07/03/2020,12:30,Matchweek 29,Sat,Home,W,2,1,Liverpool,Bournemouth,73,4-3-3,9.36,14,42.9,0.33,20.0,0,0,3,66.7,0,0,2,710,646,109,521,128,24,79,55.0,0,0,9,0,53.5,2020-03-07 12:30:00,liverpool,h,558,h,1.89453,1.29544,1.89453,1.29544,9,3,2,1,1.8471,w,3/7/2020 12:30,1,0,0,3,0.59909,Liverpool,4.75,20.29411765,12,82,29,66,21,P Tierney,14,6,10,9,0,0,6,4,12,4,1,0,1.22,6.5,13,0.428571429,0.666666667,Sat,2020-03-07 12:30:00,liverpool,h,both
32,07/03/2020,12:30,Matchweek 29,Sat,Away,L,1,2,Bournemouth,Liverpool,27,4-1-4-1,46.99,6,50.0,0.33,14.8,0,0,6,66.7,0,0,1,245,166,63,120,106,11,153,58.3,0,1,15,0,46.5,2020-03-07 12:30:00,bournemouth,a,557,a,1.29544,1.89453,1.29544,1.89453,3,9,1,2,0.8778,l,3/7/2020 12:30,0,0,1,0,-0.59909,Bournemouth,20.29411765,4.75,12,27,29,29,47,P Tierney,14,6,10,9,0,0,6,4,12,4,1,0,1.22,6.5,13,0.428571429,0.666666667,Sat,2020-03-07 12:30:00,bournemouth,a,both
34,07/03/2020,15:00,Matchweek 29,Sat,Home,L,0,1,Southampton,Newcastle Utd,39,4-4-2,51.75,6,50.0,0.0,15.3,0,0,6,83.3,0,0,1,289,226,51,161,120,9,231,76.5,1,0,17,0,51.3,2020-03-07 15:00:00,southampton,h,565,h,0.348871,3.06384,0.348871,2.30267,4,4,0,1,0.056,l,3/7/2020 15:00,0,0,1,0,-1.953799,Southampton,12.52380952,5,15,34,29,35,52,G Scott,6,3,14,5,0,1,14,7,15,8,3,0,1.61,4.1,5.25,0.5,0.5,Sat,2020-03-07 15:00:00,southampton,h,both
33,07/03/2020,15:00,Matchweek 29,Sat,Away,L,0,1,Watford,Crystal Palace,56,4-2-3-1,50.4,9,33.3,0.0,17.0,0,0,2,50.0,0,0,3,455,377,71,291,140,17,194,54.5,0,4,19,0,58.0,2020-03-07 15:00:00,watford,a,566,a,0.449161,0.856107,0.449161,0.856107,7,10,0,1,0.8919,l,3/7/2020 15:00,0,0,1,0,-0.406946,Watford,5.838709677,10.31818182,15,27,29,27,44,A Taylor,10,3,12,8,4,0,10,4,19,8,4,0,2.55,3.2,2.9,0.3,0.4,Sat,2020-03-07 15:00:00,watford,a,both
34,07/03/2020,15:00,Matchweek 29,Sat,Away,W,1,0,Newcastle United,Southampton,61,4-4-2,60.66,13,46.2,0.17,14.7,0,0,3,100.0,1,0,0,488,424,132,388,96,17,132,75.9,0,3,15,0,48.7,2020-03-07 15:00:00,newcastle united,a,562,a,3.06384,0.348871,2.30267,0.348871,4,4,1,0,2.9078,w,3/7/2020 15:00,1,0,0,3,1.953799,Newcastle United,5,12.52380952,15,35,29,25,41,G Scott,6,3,14,5,0,1,14,7,15,8,3,0,1.61,4.1,5.25,0.5,0.5,Sat,2020-03-07 15:00:00,newcastle united,a,both
32,07/03/2020,15:00,Matchweek 29,Sat,Away,L,0,1,West Ham United,Arsenal,33,4-4-2,103.7,14,42.9,0.0,16.9,1,0,2,50.0,0,0,1,262,205,83,108,139,19,210,35.7,0,2,10,0,51.0,2020-03-07 15:00:00,west ham,a,567,a,1.61615,1.55974,1.61615,1.55974,10,7,0,1,1.3869,l,3/7/2020 15:00,0,0,1,0,0.05641,West Ham,23.13333333,11.8,15,27,29,35,50,M Atkinson,9,2,11,6,1,0,14,6,9,7,2,0,1.57,4.4,5.5,0.222222222,0.428571429,Sat,2020-03-07 15:00:00,west ham,a,both
32,07/03/2020,15:00,Matchweek 29,Sat,Away,L,0,1,Norwich City,Sheffield Utd,57,4-2-3-1,5.23,12,25.0,0.0,14.6,0,0,3,66.7,0,0,1,499,453,122,312,94,14,196,53.3,0,0,11,0,58.7,2020-03-07 15:00:00,norwich,a,563,a,2.55449,1.17263,2.55449,1.17263,3,10,0,1,2.4715,l,3/7/2020 15:00,0,0,1,0,1.38186,Norwich,8.0625,9.941176471,15,21,29,25,52,S Hooper,10,4,12,10,0,0,12,5,8,5,0,0,1.65,3.75,5.75,0.4,0.416666667,Sat,2020-03-07 15:00:00,norwich,a,both
40,07/03/2020,15:00,Matchweek 29,Sat,Home,W,1,0,Arsenal,West Ham,67,4-2-3-1,137.5,9,22.2,0.5,16.4,0,0,6,100.0,1,0,1,598,542,98,414,103,15,114,64.7,0,1,11,0,49.0,2020-03-07 15:00:00,arsenal,h,559,h,1.55974,1.61615,1.55974,1.61615,7,10,1,0,1.3209,w,3/7/2020 15:00,1,0,0,3,-0.05641,Arsenal,11.8,23.13333333,15,40,28,40,36,M Atkinson,9,2,11,6,1,0,14,6,9,7,2,0,1.57,4.4,5.5,0.222222222,0.428571429,Sat,2020-03-07 15:00:00,arsenal,h,both
46,07/03/2020,15:00,Matchweek 29,Sat,Home,D,0,0,Wolverhampton Wanderers,Brighton,43,3-5-2,105.0,11,9.1,0.0,19.8,0,0,1,100.0,1,0,0,449,378,105,271,155,13,162,42.9,0,1,5,0,46.9,2020-03-07 15:00:00,wolves,h,568,h,0.898221,0.308874,0.898221,0.308874,2,4,0,0,1.9036,d,3/7/2020 15:00,0,1,0,1,0.589347,Wolves,20,9.535714286,15,43,29,41,34,A Marriner,11,1,4,2,1,0,7,1,7,0,3,0,1.61,3.9,5.75,0.090909091,0.142857143,Sat,2020-03-07 15:00:00,wolves,h,both
30,07/03/2020,15:00,Matchweek 29,Sat,Home,W,1,0,Crystal Palace,Watford,44,4-3-3,5.49,9,22.2,0.5,17.5,0,0,3,100.0,1,0,1,344,292,64,228,106,15,126,68.8,0,4,12,0,42.0,2020-03-07 15:00:00,crystal palace,h,561,h,0.856107,0.449161,0.856107,0.449161,10,7,1,0,1.7397,w,3/7/2020 15:00,1,0,0,3,0.406946,Crystal Palace,10.31818182,5.838709677,15,39,29,26,32,A Taylor,10,3,12,8,4,0,10,4,19,8,4,0,2.55,3.2,2.9,0.3,0.4,Sat,2020-03-07 15:00:00,crystal palace,h,both
32,07/03/2020,15:00,Matchweek 29,Sat,Home,W,1,0,Sheffield United,Norwich City,43,3-5-2,63.45,10,30.0,0.33,13.0,0,0,3,100.0,1,0,0,372,298,136,184,145,14,193,58.1,0,0,12,0,41.3,2020-03-07 15:00:00,sheffield united,h,564,h,1.17263,2.55449,1.17263,2.55449,10,3,1,0,0.3676,w,3/7/2020 15:00,1,0,0,3,-1.38186,Sheffield United,9.941176471,8.0625,15,43,28,30,25,S Hooper,10,4,12,10,0,0,12,5,8,5,0,0,1.65,3.75,5.75,0.4,0.416666667,Sat,2020-03-07 15:00:00,sheffield united,h,both
31,07/03/2020,15:00,Matchweek 29,Sat,Away,D,0,0,Brighton and Hove Albion,Wolves,57,4-3-3,55.56,7,14.3,0.0,24.0,0,0,1,100.0,1,0,2,601,536,89,390,125,11,193,35.7,0,3,10,0,53.1,2020-03-07 15:00:00,brighton,a,560,a,0.308874,0.898221,0.308874,0.898221,4,2,0,0,0.7249,d,3/7/2020 15:00,0,1,0,1,-0.589347,Brighton,9.535714286,20,15,29,29,32,40,A Marriner,11,1,4,2,1,0,7,1,7,0,3,0,1.61,3.9,5.75,0.090909091,0.142857143,Sat,2020-03-07 15:00:00,brighton,a,both
31,07/03/2020,17:30,Matchweek 29,Sat,Home,D,1,1,Burnley,Tottenham,46,4-4-2,21.47,21,33.3,0.14,15.1,2,0,1,100.0,0,1,0,385,308,86,197,163,24,128,77.8,0,5,19,0,54.9,2020-03-07 17:30:00,burnley,h,569,h,3.33302,1.13669,3.33302,0.375517,6,4,1,1,2.7344,d,3/7/2020 17:30,0,1,0,1,2.957503,Burnley,7.580645161,12.52941176,17,39,29,34,40,J Moss,21,8,16,3,5,0,13,2,11,5,4,0,2.7,3.3,2.62,0.380952381,0.153846154,Sat,2020-03-07 17:30:00,burnley,h,both
41,07/03/2020,17:30,Matchweek 29,Sat,Away,D,1,1,Tottenham Hotspur,Burnley,54,3-4-3,115.2,12,8.3,0.0,23.6,0,1,7,85.7,0,0,0,457,384,67,279,133,20,174,80.0,0,4,14,0,45.1,2020-03-07 17:30:00,tottenham,a,570,a,1.13669,3.33302,0.375517,3.33302,4,6,1,1,0.1775,d,3/7/2020 17:30,0,1,0,1,-2.957503,Tottenham,12.52941176,7.580645161,17,41,29,47,40,J Moss,21,8,16,3,5,0,13,2,11,5,4,0,2.7,3.3,2.62,0.380952381,0.153846154,Sat,2020-03-07 17:30:00,tottenham,a,both
41,08/03/2020,14:00,Matchweek 29,Sun,Home,W,4,0,Chelsea,Everton,61,4-3-3,40.5,18,61.1,0.36,19.7,1,0,2,100.0,1,0,0,622,583,210,473,96,31,130,72.7,0,1,8,0,52.8,2020-03-08 14:00:00,chelsea,h,571,h,2.02883,0.445922,2.02883,0.445922,9,3,4,0,2.5452,w,3/8/2020 14:00,1,0,0,3,1.582908,Chelsea,12.71428571,19.08695652,14,48,29,51,39,K Friend,17,11,8,6,1,0,3,1,10,1,2,0,1.8,3.9,4.2,0.647058824,0.333333333,Sun,2020-03-08 14:00:00,chelsea,h,both
33,08/03/2020,14:00,Matchweek 29,Sun,Away,L,0,4,Everton,Chelsea,39,4-4-2,106.6,4,50.0,0.0,17.2,0,0,11,63.6,0,0,0,400,344,45,278,88,6,284,61.1,0,2,13,0,47.2,2020-03-08 14:00:00,everton,a,572,a,0.445922,2.02883,0.445922,2.02883,3,9,0,4,0.2901,l,3/8/2020 14:00,0,0,1,0,-1.582908,Everton,19.08695652,12.71428571,14,37,29,37,46,K Friend,17,11,8,6,1,0,3,1,10,1,2,0,1.8,3.9,4.2,0.647058824,0.333333333,Sun,2020-03-08 14:00:00,everton,a,both
44,08/03/2020,16:30,Matchweek 29,Sun,Away,L,0,2,Manchester City,Manchester Utd,72,4-3-3,143.5,7,57.1,0.0,15.4,0,0,6,66.7,0,0,3,746,694,137,590,103,12,140,65.2,0,4,11,0,50.0,2020-03-08 16:30:00,man city,a,573,a,0.585469,1.7389,0.585469,1.7389,2,3,0,2,0.3539,l,3/8/2020 16:30,0,0,1,0,-1.153431,Man City,6.041666667,14.70967742,16,57,28,68,31,M Dean,12,6,11,2,2,0,7,2,9,11,4,0,5,4.33,1.6,0.5,0.285714286,Sun,2020-03-08 16:30:00,man city,a,both
45,08/03/2020,16:30,Matchweek 29,Sun,Home,W,2,0,Manchester United,Manchester City,28,3-4-1-2,200.5,12,50.0,0.33,19.0,1,0,4,100.0,1,0,0,284,237,70,168,100,18,233,68.2,0,2,13,0,50.0,2020-03-08 16:30:00,man utd,h,574,h,1.7389,0.585469,1.7389,0.585469,3,2,2,0,2.4269,w,3/8/2020 16:30,1,0,0,3,1.153431,Man Utd,14.70967742,6.041666667,16,45,29,44,30,M Dean,12,6,11,2,2,0,7,2,9,11,4,0,5,4.33,1.6,0.5,0.285714286,Sun,2020-03-08 16:30:00,man utd,h,both
35,09/03/2020,20:00,Matchweek 29,Mon,Away,L,0,4,Aston Villa,Leicester City,36,4-1-4-1,143.1,4,25.0,0.0,13.9,0,0,6,50.0,0,1,2,273,226,72,174,96,6,198,46.7,0,1,13,0,40.5,2020-03-09 20:00:00,aston villa,a,575,a,0.672448,2.41239,0.672448,1.65122,2,8,0,4,0.2673,l,3/9/2020 20:00,0,0,1,0,-0.978772,Aston Villa,13.2173913,5.379310345,20,25,28,34,56,M Oliver,15,7,15,9,2,0,4,1,12,0,1,0,1.36,5.25,8,0.466666667,0.25,Mon,2020-03-09 20:00:00,aston villa,a,both
37,09/03/2020,20:00,Matchweek 29,Mon,Home,W,4,0,Leicester City,Aston Villa,64,4-1-4-1,93.87,14,42.9,0.5,14.8,0,1,1,100.0,1,0,0,539,490,107,389,111,23,153,61.5,0,2,17,0,59.5,2020-03-09 20:00:00,leicester,h,576,h,2.41239,0.672448,1.65122,0.672448,8,2,4,0,2.595,w,3/9/2020 20:00,1,0,0,3,0.978772,Leicester,5.379310345,13.2173913,20,53,29,58,28,M Oliver,15,7,15,9,2,0,4,1,12,0,1,0,1.36,5.25,8,0.466666667,0.25,Mon,2020-03-09 20:00:00,leicester,h,both
36,17/06/2020,18:00,Matchweek 28,Wed,Home,D,0,0,Aston Villa,Sheffield Utd,46,4-3-3,143.1,14,42.9,0.0,9.6,0,0,1,100.0,1,0,0,375,340,41,222,142,22,91,75.0,0,1,13,0,40.7,2020-06-17 18:00:00,aston villa,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
33,17/06/2020,18:00,Matchweek 28,Wed,Away,D,0,0,Sheffield United,Aston Villa,54,3-5-2,63.45,5,20.0,0.0,14.1,0,0,6,100.0,1,0,0,466,404,54,298,129,7,141,62.5,0,1,18,0,59.3,2020-06-17 18:00:00,sheffield united,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
45,17/06/2020,20:15,Matchweek 28,Wed,Home,W,3,0,Manchester City,Arsenal,67,4-3-3,143.5,19,57.9,0.18,18.1,2,1,0,,1,0,2,684,663,69,592,59,34,67,83.3,0,1,9,0,75.0,2020-06-17 20:15:00,man city,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
41,17/06/2020,20:15,Matchweek 28,Wed,Away,L,0,3,Arsenal,Manchester City,33,4-3-2-1,137.5,2,0.0,,18.6,0,0,11,81.8,0,1,0,315,282,23,255,49,4,127,50.0,1,1,6,0,25.0,2020-06-17 20:15:00,arsenal,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
33,19/06/2020,18:00,Matchweek 30,Fri,Home,L,0,3,Norwich City,Southampton,55,4-4-2,5.23,9,11.1,0.0,18.0,0,0,8,62.5,0,0,0,383,307,74,258,106,15,129,42.1,0,1,14,0,39.0,2020-06-19 18:00:00,norwich,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
35,19/06/2020,18:00,Matchweek 30,Fri,Away,W,3,0,Southampton,Norwich City,45,4-4-2,51.75,22,36.4,0.38,18.4,2,0,1,100.0,1,0,4,317,258,62,194,111,35,145,51.7,0,1,16,0,61.0,2020-06-19 18:00:00,southampton,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
47,19/06/2020,20:15,Matchweek 30,Fri,Away,D,1,1,Manchester United,Tottenham,60,4-2-3-1,200.5,11,45.5,0.0,19.6,0,1,3,66.7,0,0,1,559,494,68,424,93,20,134,61.5,0,1,20,0,50.0,2020-06-19 20:15:00,man utd,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
43,19/06/2020,20:15,Matchweek 30,Fri,Home,D,1,1,Tottenham Hotspur,Manchester Utd,40,4-2-3-1,115.2,10,30.0,0.33,20.7,2,0,5,100.0,0,1,0,347,295,58,224,111,14,155,58.8,0,0,22,0,50.0,2020-06-19 20:15:00,tottenham,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
